app_name,user_id,user_name,date,country,version,score,url,review_id,revLen,sentimentScore,time_diff,category,alertme_rank,alertme_rank_normalized,rank_manual
Instagram,262682325,Pao_arq,42876,Australia,10.2,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=262682325,40173,87,1,160,Other,1.314502212,1.29131064,0
Fitbit,233461344,Judo70,42910,Canada,2.36,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=233461344,3418,70,1,32,Other,1.252299646,1.291040939,0
Calorie Counter MyFitnessPal,364948588,Camshell,42887,Canada,7.15,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=364948588,3240,65,1,17,Other,1.252171461,1.2842288,0
Waze,278302897,POuvy,42863,Canada,4.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=278302897,4271,40,1,4,Other,1.269712352,1.265752522,0
Instagram,569933328,heaven's queen,42876,South Africa,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=569933328,51534,36,1,6,Other,1.192264926,1.263291362,0
Fitbit,384133072,Formidubly,42872,Canada,2.35,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=384133072,3545,53,1,22,Other,1.229180461,1.255579648,0
Waze,28082366,BigSelf,42863,United Kingdom,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=28082366,47134,74,1,26,Other,1.279338221,1.252778205,0
Pinterest,3889227,NR black,42890,Canada,6.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=3889227,2910,54,1,12,Other,1.217701419,1.239938065,0
Pinterest,583853699,tar2017,42914,United States,6.28,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=583853699,18496,53,1,8,Other,1.246813311,1.235943188,0
Waze,26143164,Aliay007,42865,United Kingdom,4.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=26143164,47082,47,1,6,Other,1.24810249,1.23123329,0
Instagram,128958235,Jillllie,42875,Canada,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=128958235,2196,37,1,5,Other,1.221150592,1.220106797,0
Instagram,202318971,Lornjean,42856,Singapore,10.18,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=202318971,48333,40,1,7,Other,1.194712352,1.21932395,0
Waze,530221182,Ricardo Vonese 77 HH,42857,Singapore,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=530221182,48534,53,1,20,Other,1.183321247,1.215931615,0
Pinterest,336366785,ChickMaya8,42914,Canada,6.28,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=336366785,2717,35,1,8,Other,1.205442752,1.211104885,0
Instagram,474360149,Nandu Bhaskar,42900,India,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=474360149,49614,23,1,5,Other,1.150084602,1.209362662,0
Pinterest,533156757,The-Rammer,42911,India,6.28,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=533156757,50145,19,1,5,Other,1.129780034,1.184545967,0
Instagram,460581161,Tytboy11!!,42893,United States,10.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=460581161,9769,42,1,8,Other,1.190975747,1.182361688,0
Instagram,223554716,shiloh miller,42890,United States,10.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=223554716,10726,28,1,5,Other,1.175465313,1.169722607,0
Waze,432935090,mickeymouse trap,42874,South Africa,4.23.1,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=432935090,51828,12,1,7,Other,1.102580372,1.141732041,0
Instagram,200197495,Adu-Safo J,42899,United Kingdom,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=200197495,43237,13,1,4,Other,1.132656514,1.127990566,0
Waze,106176646,Wandering_Mystic,42874,Australia,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=106176646,41153,28,1,7,Other,1.133798646,1.108763121,0
Instagram,310840438,Adnanady,42899,Canada,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=310840438,1530,12,1,4,Other,1.127580372,1.106392423,0
Waze,433045302,Kaycvn,42863,South Africa,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=433045302,51851,28,1,26,Other,1.045835683,1.086263652,0
Waze,195302289,Jimmy ahho,42911,Singapore,4.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=195302289,48486,13,1,6,Other,1.075513657,1.083512427,0
Fitbit,121314186,Shazzbaz,42860,United Kingdom,2.35,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=121314186,45837,26,1,10,Other,1.089555453,1.080223555,0
Waze,466515834,Branden's Davies,42876,South Africa,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=466515834,51827,14,1,9,Other,1.037732657,1.074242937,0
Waze,322447781,Ottapalam,42884,United States,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=322447781,33123,8,1,5,Other,1.07394247,1.072301697,0
Pinterest,266773699,Nivesh Patil,42885,India,6.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=266773699,50221,8,1,7,Other,1.032275804,1.066300056,0
Whatsapp,568677587,shehzada raj,42872,India,2.17.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568677587,51056,17,1,13,Other,1.024389654,1.057851906,0
Waze,183838837,Mdmdlud,42873,South Africa,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=183838837,51830,2,1,6,Other,1.019676094,1.050606134,0
Instagram,12738062,Luckyj83,42901,Canada,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=12738062,1496,6,1,6,Other,1.039980662,1.023264239,0
Waze,435190217,paigetonia,42905,South Africa,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=435190217,51783,16,1,26,Other,0.984921978,1.011198277,0
Instagram,516956099,Joox fs?,42864,Hong Kong,10.19,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=516956099,47746,4,1,8,Other,0.998082346,0.997386483,0
Instagram,543283880,Aleshandree93,42881,United Kingdom,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=543283880,43844,9,1,11,Other,0.995685279,0.992455007,0
Waze,7420470,DGPhotography,42895,Canada,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=7420470,3904,13,1,16,Other,0.991480044,0.991075452,0
Pinterest,254348442,Blackstallion27,42860,India,6.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=254348442,50269,2,1,11,Other,0.960152284,0.979075014,0
Instagram,200485628,Randomplayer174,42881,Singapore,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=200485628,48267,4,1,11,Other,0.970304569,0.972765728,0
Instagram,183770024,Lion1995,42868,Singapore,10.2,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=183770024,48301,13,1,152,Other,0.989192462,0.947191232,0
