,app_name,user_id,user_name,date,country,version,score,url,review_id,revLen,sentimentScore,time_diff,category,alertme_rank,alertme_rank_normalized,rank_manual,review,entropy,rank3
76,Whatsapp,192268913,Dcdhd,42910,India,2.17.31,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=192268913,50395,351,0,41,isFeatureShortcoming/isFeatureRequest,2.223809524,2.103571429,1,team in terms of privacy i believe its time we have the option of selecting who can see our last seen and who cannot. also different sections for group and personal chats. and i was also thinking if the colour green could be of another shade. something more of a bright colour or a different kind of royal green. please consider these changes. cheers!,4.081925633387272,1.5
77,Whatsapp,232797700,Li. Pal. Kwan,42859,Hong Kong,2.17.22,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=232797700,47987,0,1,0,Other,2.666666667,2.095238095,0,,0.9182958340544896,0.0
78,Whatsapp,537545449,Lily ??,42913,United Kingdom,2.17.31,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=537545449,45876,417,1,44,isFeatureShortcoming/isFeatureRequest,2.055555556,2.055555556,0,omg it is so amazing the update because there is a status bit love it because you can see what your friends are up to i do not know any who hates it and if some one does they are crazy weird because it is awesome not trying to be mean but the new update with the status is better then the app before the update it is amazing can nit wait for the next update i hope we get to draw on are pics that would be even better,3.930597210900367,1.5
79,Fitbit,208936965,RCD2-2,42883,United Kingdom,2.36,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=208936965,45705,240,1,5,Other,2.033333333,2.033333333,0,"not being overly active i've found the fitbit and supporting app to be a bit of an eye opener. it's made me get up, walk around, and generally be far more active than i was. the reminders, and overviews in the app, really keep you on track.",4.175496978246708,0.0
80,Fitbit,292234072,Truivy4u,42909,United States,2.36,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=292234072,25463,215,1,31,Other,2.03125,2.03125,2,"i've just started using the app and the fitbit. as much as i like it, it's not accurate. it's counting movements and not steps (on the step counter) it's frustrating because i'm not really sure how hard i've worked.",4.198361505769064,0.0
81,Waze,348723574,Paulf78,42877,United Kingdom,4.23.1,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=348723574,46911,214,1,10,Other,2.007575758,2.007575758,1,helps keep me moving but some of its routings are a touch esoteric. always pays to review the offered routing and have a fair idea of the roads ahead in case it decides to take a short cut through a housing estate.,4.0109969372181205,0.0
82,Waze,222963552,afias2010,42883,South Africa,4.24,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=222963552,51818,94,1,4,Other,1.843824027,1.994678767,1,great app in helping to determine when to leave home and avoid traffic. but not 100% accurate.,4.140036863265636,0.0
83,Whatsapp,343587314,Dor0407,42893,Hong Kong,2.17.30,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=343587314,47910,4,-1,2,Other,2.686971235,1.975957911,0,poor,1.5,0.0
84,Instagram,102122614,Mag1986,42916,Singapore,10.27,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=102122614,48160,110,0,4,isFeatureShortcoming/isFeatureRequest,2.091708968,1.967724196,2,please make an ipad version soon. there is no usable instagram app which can perform as the original app does.,4.005633994966606,1.5
85,Fitbit,326352923,Bobopenny,42877,United Kingdom,2.35,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=326352923,45736,242,1,27,Other,1.952380952,1.952380952,0,"got my fitbit 2 yesterday , yes i did struggle up loading at first but i didn't read and understand it. but once i sorted that out it's been brilliant . up dating my food is so exciting as it gives a good break down of all . my it continue .",4.062720838383628,0.0
86,Fitbit,472386658,Jcsr926!,42878,Australia,2.35,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=472386658,40872,208,1,28,Other,1.951149425,1.946223317,0,yes. i think this is the reason why i bought my fitbit and still loving it at this moment. makes me on the move always and won't let me go sedentary. hopefully it won't give me heartbreak like my exes were.,4.092241109360372,0.0
87,Fitbit,20217046,Flares007,42912,Australia,2.36,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=20217046,40836,233,1,34,Other,1.945238095,1.941156463,0,"got me one of these on the weekend and didn't think too much of it until it started giving me all this great info on sleep, heart rates etc through the app...great stuff and now i can't get enough of it. this will not leave my wrist!",4.0652097282667405,0.0
88,Waze,206510629,maxl100,42856,United States,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=206510629,38488,273,1,19,Other,1.916666667,1.916666667,0,"i love the waze app. i'm a coach, so i have to travel a lot for work, and this is always the first app i come to for directions or traffic problems. living in ct, a state with atrocious highways, waze is a good backup plan for those days you really have to go somewhere,0",4.180649663586739,0.0
89,Pinterest,458107437,Bhalshankar,42864,India,6.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=458107437,50255,151,1,15,Other,1.695664129,1.878496898,0,i love this app and it becomes like an addiction to keep reading through different pins daily!! keep up the great work...very innovative and great app!,4.159647706929383,0.0
90,Instagram,152248110,gunakee,42913,Singapore,10.27,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=152248110,48167,87,1,1,Other,1.808291032,1.861821258,0,been using instagram for such a long time and i never get tired of it. great app indeed,3.894004138138496,0.0
91,Calorie Counter MyFitnessPal,583120795,RK9000,42912,Canada,7.17,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=583120795,3118,123,1,14,isFeatureShortcoming/isFeatureRequest,1.774365482,1.840522337,0,perfect for on the go or right at home. i recommend using this app. for people with any type of goals. set them. do them.,3.9615770003637434,1.5
92,Whatsapp,456490816,kamra_gaggii,42891,India,2.17.22,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=456490816,50773,23,0,32,isBugReport,1.980387633,1.820726299,3,whatsapp ain't download,3.567040216926579,3.0
93,Facebook,429104350,Shellycyoung69,42897,Canada,96,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=429104350,523,85,1,3,isFeatureShortcoming/isFeatureRequest,1.764805415,1.781390775,1,i like it. could be better. it would be cool if i could change the colour of my font.,3.887061818615147,1.5
94,Facebook,568127558,LuckyBrar,42859,India,86,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568127558,49351,27,0,35,isBugReport,1.914833615,1.775846024,3,doesn't update.....not work,3.676390632579627,3.0
95,Facebook,490358201,Wing?,42909,Hong Kong,98,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=490358201,47250,11,1,1,Other,2.22250423,1.764241399,0,..... .....,0.4394969869215134,0.0
96,Pinterest,564053183,Nicksexton1,42864,United States,6.24,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=564053183,22295,7,1,15,Other,1.764699662,1.763263985,0,garbage,2.235926350629033,0.0
97,Instagram,481834957,Sdub2000,42875,Canada,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=481834957,2200,130,1,5,Other,1.69323181,1.749409981,0,"i love instagram , i can follow all my hobbies and instagram knows what to show me on my search page. fantastic social media app.",4.103265775247924,0.0
98,Waze,430770900,Figure fairy,42885,South Africa,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=430770900,51809,113,1,6,Other,1.58312787,1.744960849,1,"very reliable, much better than their competition here in doha. a little slow after turns to catch up. very good.",4.094073230389668,0.0
99,Whatsapp,461271720,Frank Lee Blunt,42900,South Africa,2.17.31,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=461271720,51672,3,1,31,Other,1.713145093,1.72293301,0,,0.9182958340544896,0.0
100,Facebook,444114341,sanjaygo19,42869,India,92,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=444114341,49185,88,1,3,Other,1.563367174,1.712633954,0,thanks to mr. mark zuckrberg to connecting world in one click.. great app of this era...,4.1199117057814725,0.0
101,Pinterest,567299883,Ms. Fluffy S Parker,42856,United States,6.24,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=567299883,22759,84,1,7,Other,1.718062606,1.700834487,0,"you really gotta wonda about the "" red flaggers ilk-kinda barney...just say'n !?!!!!",4.349187554412312,0.0
102,Waze,22199031,G82niner,42874,United States,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=22199031,34912,140,1,7,Other,1.702326565,1.673613034,1,"makes getting anywhere a breeze, provides best route and great info on the way. only negative is sometimes the voice commands are too slow.",4.103831439949492,0.0
103,Facebook,151391228,Leicon97,42896,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=151391228,47334,13,1,2,Other,2.065989848,1.639125116,0,", app, ?! !",2.481714572986073,0.0
104,Whatsapp,541425991,Bongumusa,42897,South Africa,2.17.30,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=541425991,51682,84,1,6,Other,1.435919749,1.56355286,0,the app is useful making it very easy to communicate with everyone across the globe.,4.133331717125206,0.0
105,Facebook,161999219,,42893,Hong Kong,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=161999219,47352,6,0,13,isFeatureShortcoming/isFeatureRequest,2.101885424,1.560875642,0,", , fb",1.9182958340544891,1.5
106,Waze,201295788,Th3Budd,42913,Canada,4.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=201295788,3782,101,1,8,Other,1.490468133,1.536739403,1,love it. would be even better if it could receive voice commands. highly recommended. don't hesitate.,4.076128693498765,0.0
107,Instagram,210957125,Samira_13,42898,Canada,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=210957125,1574,74,1,3,Other,1.492301184,1.502118355,0,i love instagram because it's an easier way to communicate with my friends,4.027589219315063,0.0
108,Facebook,176372110,ValerieWai,42857,Hong Kong,90,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=176372110,47524,12,1,5,Other,1.894247039,1.487397543,0,"app,very bad",3.2516291673878226,0.0
109,Instagram,574780074,Basketballgoddess7,42896,United States,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=574780074,9014,22,1,1,Other,1.478341794,1.473829667,0,ig: basketballgoddess7,3.697845823084412,0.0
110,Facebook,201565778,Buttersan,42875,Hong Kong,93,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=201565778,47438,14,1,2,isFeatureShortcoming/isFeatureRequest,1.57106599,1.443233642,2,run a bit slow,3.4677201004745006,1.5
111,Waze,243615973,Baby Waze,42872,Singapore,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=243615973,48517,72,1,5,Other,1.398815567,1.443116444,1,very good apps. fun too though appear childlike program at first glance.,4.1621855393724765,0.0
112,Instagram,202297304,ssimran,42912,India,10.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=202297304,49427,62,1,7,Other,1.306387479,1.401325437,0,it's a great app.... better than facebook!!!! it's trending!!!,4.006020304513158,0.0
113,Pinterest,513044817,Chenge00720021106,42885,South Africa,6.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=513044817,51595,60,1,7,Other,1.296235195,1.391993539,0,love the way it gives me great ideas for my home/school life,3.9036787074013866,0.0
114,Facebook,252678598,Ekerk,42881,Singapore,94,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=252678598,48117,3,1,1,Other,1.381895093,1.383740963,0,sky,1.584962500721156,0.0
115,Waze,111050940,Tammy Hubbard,42875,United States,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=111050940,34726,83,1,8,Other,1.399097575,1.382074553,0,"waze is the best gps ever!! thank you for all the re-routes, and real time updates!",4.124291423424526,0.0
116,Calorie Counter MyFitnessPal,539282774,Pikachu1232,42859,Australia,7.13.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=539282774,40830,86,1,8,Other,1.414326001,1.376405095,0,couldn't be happier with this application! premium subscription is awesome! :) thanks!,4.215728518764157,0.0
117,Instagram,249430773,#*_*#,42874,Australia,10.2,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=249430773,40197,103,1,158,Other,1.395798614,1.368493948,0,"i love instagram it's a great way to talk to my friends and it has so many cool features, thanks insta",3.9559447454108816,0.0
118,Instagram,561891782,Tula T,42894,United States,10.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=561891782,9592,50,1,3,Other,1.370473773,1.360218941,0,love the way i could always improve on my pictures,4.012878689342029,0.0
119,Whatsapp,578964475,Gokul duke,42900,India,2.17.30,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=578964475,50579,22,1,9,Other,1.378341794,1.323158488,0,i'm just a good friend,3.82306798227366,0.0
120,Instagram,199473745,Jgree475,42878,Australia,10.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=199473745,40140,3,1,1,Other,1.381895093,1.309697409,0,,0.9182958340544896,0.0
121,Fitbit,519921291,Tdreviews,42898,South Africa,2.36,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=519921291,51635,59,1,20,Other,1.2137781,1.292880949,0,this is my first day with the fitbit app still going strong,3.794962315738552,0.0
122,Instagram,262682325,Pao_arq,42876,Australia,10.2,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=262682325,40173,87,1,160,Other,1.314502212,1.29131064,0,"great app. and it has improved quite a bit in recent updates, so now i am an avid user!",3.965700571356321,0.0
123,Fitbit,233461344,Judo70,42910,Canada,2.36,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=233461344,3418,70,1,32,Other,1.252299646,1.291040939,0,"....a fascinating ""bit"" of equipment .......still on a learning curve.",3.97309797398941,0.0
124,Calorie Counter MyFitnessPal,364948588,Camshell,42887,Canada,7.15,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=364948588,3240,65,1,17,Other,1.252171461,1.2842288,0,"does what you'd expect, easy to use, intuitive design. great app.",4.087773875153771,0.0
125,Waze,278302897,POuvy,42863,Canada,4.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=278302897,4271,40,1,4,Other,1.269712352,1.265752522,0,amazing useful app. highly recommend it!,4.256198332810095,0.0
126,Instagram,569933328,heaven's queen,42876,South Africa,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=569933328,51534,36,1,6,Other,1.192264926,1.263291362,0,very awesome app ever since i had it,3.7068407108018366,0.0
127,Fitbit,384133072,Formidubly,42872,Canada,2.35,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=384133072,3545,53,1,22,Other,1.229180461,1.255579648,0,very motivating! and love the slim design of the flex,3.9720968691676974,0.0
128,Waze,28082366,BigSelf,42863,United Kingdom,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=28082366,47134,74,1,26,Other,1.279338221,1.252778205,0,"just as good or even better than tomtom. and for free, you can't go wrong.",3.9801598273646985,0.0
129,Pinterest,3889227,NR black,42890,Canada,6.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=3889227,2910,54,1,12,Other,1.217701419,1.239938065,0,love it! cooking with all my recipes here is so easy.,3.9714377389065794,0.0
130,Pinterest,583853699,tar2017,42914,United States,6.28,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=583853699,18496,53,1,8,Other,1.246813311,1.235943188,0,where do i begin!? loooovvvee pinterest! that is all!,3.9255471067267753,0.0
131,Waze,26143164,Aliay007,42865,United Kingdom,4.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=26143164,47082,47,1,6,Other,1.24810249,1.23123329,0,best app. always finds the best route. love it.,3.964608937779752,0.0
132,Instagram,128958235,Jillllie,42875,Canada,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=128958235,2196,37,1,5,Other,1.221150592,1.220106797,0,fabulous app that keeps me connected.,3.926103542511003,0.0
133,Instagram,202318971,Lornjean,42856,Singapore,10.18,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=202318971,48333,40,1,7,Other,1.194712352,1.21932395,0,"awesome apps... very fast !
keep going!",4.0485091173871846,0.0
134,Waze,530221182,Ricardo Vonese 77 HH,42857,Singapore,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=530221182,48534,53,1,20,Other,1.183321247,1.215931615,0,very friendly and useful app to have wherever you go.,3.992915794597135,0.0
135,Pinterest,336366785,ChickMaya8,42914,Canada,6.28,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=336366785,2717,35,1,8,Other,1.205442752,1.211104885,0,i have no complaints using this app,3.742730873716943,0.0
136,Instagram,474360149,Nandu Bhaskar,42900,India,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=474360149,49614,23,1,5,Other,1.150084602,1.209362662,0,awesome app ever i used,3.410099326733674,0.0
137,Pinterest,533156757,The-Rammer,42911,India,6.28,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=533156757,50145,19,1,5,Other,1.129780034,1.184545967,0,personalised google,3.431623565847432,0.0
138,Instagram,460581161,Tytboy11!!,42893,United States,10.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=460581161,9769,42,1,8,Other,1.190975747,1.182361688,0,great improvements been a member for gears,3.58578639942335,0.0
139,Instagram,223554716,shiloh miller,42890,United States,10.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=223554716,10726,28,1,5,Other,1.175465313,1.169722607,0,i love this app it's amazing,3.72290749432188,0.0
140,Waze,432935090,mickeymouse trap,42874,South Africa,4.23.1,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=432935090,51828,12,1,7,Other,1.102580372,1.141732041,0,like the app,3.084962500721156,0.0
141,Instagram,200197495,Adu-Safo J,42899,United Kingdom,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=200197495,43237,13,1,4,Other,1.132656514,1.127990566,0,magnificent,3.095795255000934,0.0
142,Waze,106176646,Wandering_Mystic,42874,Australia,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=106176646,41153,28,1,7,Other,1.133798646,1.108763121,0,love it and use it everyday.,3.6784391908277176,0.0
143,Instagram,310840438,Adnanady,42899,Canada,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=310840438,1530,12,1,4,Other,1.127580372,1.106392423,0,love the app,3.084962500721156,0.0
144,Waze,433045302,Kaycvn,42863,South Africa,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=433045302,51851,28,1,26,Other,1.045835683,1.086263652,0,excellent easy accurate app!,3.553090083530327,0.0
145,Waze,195302289,Jimmy ahho,42911,Singapore,4.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=195302289,48486,13,1,6,Other,1.075513657,1.083512427,0,excellent gps,3.180832987205441,0.0
146,Fitbit,121314186,Shazzbaz,42860,United Kingdom,2.35,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=121314186,45837,26,1,10,Other,1.089555453,1.080223555,0,great little app thank you,3.671405583442496,0.0
147,Waze,466515834,Branden's Davies,42876,South Africa,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=466515834,51827,14,1,9,Other,1.037732657,1.074242937,0,fantastic app!,3.182005814760214,0.0
148,Waze,322447781,Ottapalam,42884,United States,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=322447781,33123,8,1,5,Other,1.07394247,1.072301697,0,good app,2.5,0.0
149,Pinterest,266773699,Nivesh Patil,42885,India,6.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=266773699,50221,8,1,7,Other,1.032275804,1.066300056,0,nice app,2.75,0.0
150,Whatsapp,568677587,shehzada raj,42872,India,2.17.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568677587,51056,17,1,13,Other,1.024389654,1.057851906,0,best app in world,3.690116517593666,0.0
151,Waze,183838837,Mdmdlud,42873,South Africa,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=183838837,51830,2,1,6,Other,1.019676094,1.050606134,0,,0.9182958340544896,0.0
152,Instagram,12738062,Luckyj83,42901,Canada,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=12738062,1496,6,1,6,Other,1.039980662,1.023264239,0,great!,2.584962500721156,0.0
153,Waze,435190217,paigetonia,42905,South Africa,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=435190217,51783,16,1,26,Other,0.984921978,1.011198277,0,by far the best!,3.327819531114783,0.0
154,Instagram,516956099,Joox fs?,42864,Hong Kong,10.19,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=516956099,47746,4,1,8,Other,0.998082346,0.997386483,0,good,1.5,0.0
155,Instagram,543283880,Aleshandree93,42881,United Kingdom,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=543283880,43844,9,1,11,Other,0.995685279,0.992455007,0,very good,2.9477027792200903,0.0
156,Waze,7420470,DGPhotography,42895,Canada,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=7420470,3904,13,1,16,Other,0.991480044,0.991075452,0,great app :-),3.238901256602631,0.0
157,Pinterest,254348442,Blackstallion27,42860,India,6.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=254348442,50269,2,1,11,Other,0.960152284,0.979075014,0,,0.9182958340544896,0.0
158,Instagram,200485628,Randomplayer174,42881,Singapore,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=200485628,48267,4,1,11,Other,0.970304569,0.972765728,0,best,2.0,0.0
159,Instagram,183770024,Lion1995,42868,Singapore,10.2,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=183770024,48301,13,1,152,Other,0.989192462,0.947191232,0,good to use !,2.9689185639620974,0.0
